Ref,Oxy ID,Status,First,Last,Preferred,Preferred Gender Pronouns optional,Oxy_Major,Minors_Spec_Prepro_Programs
713419580,A01209872,First Year,Ada,Peck,Ada,,"Economics, Media Arts & Culture, Politics",Interdisciplinary Writing Minor
70141517,A01211505,First Year,Abbey,Moody,Abbey,,"Economics, Media Arts & Culture, Psychology",Neuroscience Minor
917093665,A01210511,First Year,Cherish,Boyer,Cherish,,"Economics, Media Arts & Culture, Psychology",
322303050,A01206404,First Year,Peter,Haynes,Peter,her,"Economics, Media Arts & Culture, Sociology","Gender, Women, and Sexuality Studies Minor"
780487157,A01210303,First Year,Abagail,Turner,Abagail,,"Economics, Media Arts & Culture, Theater","3/2 Engineering Program (with CalTech or Columbia), Computer Science Minor, Linguistics Minor, Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)"
667454514,A01211724,First Year,Van,Hartman,Van,,"Economics, Media Arts & Culture, Urban & Environmental Policy","Environmental Science Concentration (Biology or Geology), Interdisciplinary Writing Minor"
213556007,A01211115,First Year,Dane,Gonzales,Dane,,"Economics, Media Arts & Culture, Urban & Environmental Policy","3/2 Engineering Program (with CalTech or Columbia), Pre-Law Advising"
943233360,A01199808,First Year,Paola,Yates,Paola,,"Economics, Philosophy, Politics",Pre-Law Advising
771478927,A01206830,First Year,Elisabeth,Watson,Elisabeth,she/her,"Economics, Philosophy, Politics",
104378425,A01211626,First Year,Christine,Burke,Christine,,"Economics, Philosophy, Psychology",
397845116,A01210756,First Year,Lilian,Oliver,Lilian,,"Economics, Philosophy, Urban & Environmental Policy",Environmental Science Concentration (Biology or Geology)
653126521,A01210298,First Year,Marie,Garrett,Marie,,"Economics, Politics","Computer Science Minor, Pre-Law Advising"
117920638,A01211237,First Year,Miracle,Mclaughlin,Miracle,,"Economics, Politics",
646486250,A01206837,First Year,Arielle,Acosta,Arielle,,"Economics, Politics",Pre-Law Advising
522191914,A01210189,First Year,Jasmine,Cabrera,Jasmine,,"Economics, Psychology","Gender, Women, and Sexuality Studies Minor, Interdisciplinary Writing Minor"
612328950,A01213049,First Year,Adam,Velasquez,Adam,she/her,"Economics, Psychology, Spanish",
365532668,A01210714,First Year,Houston,Cherry,Houston,,"Economics, Psychology, Urban & Environmental Policy",Linguistics Minor
122138655,A01207033,First Year,Mollie,Clay,Mollie,,"Economics, Religious Studies, Urban & Environmental Policy",Environmental Science Concentration (Biology or Geology)
347305240,A01194627,First Year,Ayanna,Arroyo,Ayanna,Miss,"Economics, Spanish",
115260235,A01208282,First Year,Natalya,Washington,Natalya,,English,
359592900,A01213887,Transfer,Esteban,Delgado,Esteban,,"English, French",Interdisciplinary Writing Minor
950817373,A01207150,First Year,Thalia,Wall,Thalia,she/her,"English, Media Arts & Culture",
952175300,A01211303,First Year,Jamarcus,Bowen,Jamarcus,,"English, Media Arts & Culture","Gender, Women, and Sexuality Studies Minor, Interdisciplinary Writing Minor"
388248131,A01208894,First Year,Jayden,Contreras,Jayden,,"English, Media Arts & Culture, Psychology","Education Minor, Interdisciplinary Writing Minor"
979094268,A01206857,First Year,Hugh,Chang,Hugh,,"English, Media Arts & Culture, Psychology",Education Minor
82650523,A01207382,Transfer,Janiah,Barrera,Janiah,,"English, Music",
121218660,A01210371,First Year,Lincoln,Dennis,Lincoln,,"English, Philosophy",Classical Studies Minor
388542989,A01209388,First Year,Malakai,Hester,Malakai,,"English, Politics",Pre-Law Advising
852172226,A01212324,First Year,Ali,Mckay,Ali,,"English, Politics, Urban & Environmental Policy","Interdisciplinary Writing Minor, Pre-Law Advising"
119863097,A01206315,Transfer,Hudson,Hodge,Hudson,,"English, Psychology","Gender, Women, and Sexuality Studies Minor, Interdisciplinary Writing Minor"
972557724,A01206613,Transfer,Amber,Mora,Amber,,"English, Psychology",Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)
101940815,A01209808,First Year,Ana,Underwood,Ana,,"English, Theater",Education Minor
689690368,A01207357,First Year,Aurora,Morales,Aurora,she/her,"French, Kinesiology",
819744127,A01199476,First Year,Deegan,Floyd,Deegan,,"French, Mathematics",
333323435,A01210810,First Year,Aleah,Short,Aleah,,"French, Media Arts & Culture, Theater","3/2 Engineering Program (with CalTech or Columbia), Interdisciplinary Writing Minor"
487838006,A01200135,First Year,Wyatt,Russo,Wyatt,,"French, Sociology, Urban & Environmental Policy","Gender, Women, and Sexuality Studies Minor"
918664390,A01200484,First Year,Mercedes,Robles,Mercedes,,Geology,3/2 Engineering Program (with CalTech or Columbia)
701896931,A01213588,First Year,Vivian,Graham,Vivian,,"Geology, Physics","Classical Studies Minor, Environmental Science Concentration (Biology or Geology)"
84325414,A01211702,First Year,Zachery,Rogers,Zachery,,"Geology, Physics, Urban & Environmental Policy",
171677077,A01209857,First Year,Eli,Barnett,Eli,,"Group Language, Japanese, Mathematics","3/2 Engineering Program (with CalTech or Columbia), Linguistics Minor"
80791535,A01211133,First Year,Winston,Morgan,Winston,she/her,"Group Language, Media Arts & Culture, Theater",
899044246,A01208954,First Year,Cheyanne,Valdez,Cheyanne,,History,
705295055,A01208441,First Year,Lorenzo,Duncan,Lorenzo,She/her,"History, Latino/a and Latin American Studies, Politics","Education Minor, Pre-Law Advising"
628680824,A01207327,First Year,Dario,Paul,Dario,,"History, Latino/a and Latin American Studies, Spanish","Classical Studies Minor, Linguistics Minor"
245795321,A01208684,First Year,Jaelynn,Long,Jaelynn,,"History, Mathematics, Sociology","3/2 Engineering Program (with CalTech or Columbia), Computer Science Minor"
183553700,A01210606,First Year,Chandler,Cummings,Chandler,,"History, Media Arts & Culture","Environmental Science Concentration (Biology or Geology), Gender, Women, and Sexuality Studies Minor"
452115596,A01207027,First Year,Aleena,Diaz,Aleena,"She, her","History, Media Arts & Culture, Politics",
910452782,A01212621,First Year,Issac,Griffin,Issac,,"History, Philosophy, Urban & Environmental Policy",Pre-Law Advising
898769809,A01208626,First Year,Janet,Villegas,Janet,He,"History, Sociology, Spanish",
379643598,A01206989,First Year,Joy,Harvey,Joy,,"History, Spanish, Urban & Environmental Policy",
541599082,A01208273,First Year,Kaitlynn,Carroll,Kaitlynn,,"History, Theater",Education Minor
230508451,A01209385,First Year,Yazmin,Mercado,Yazmin,,"History, Urban & Environmental Policy",
39290591,A01209270,First Year,Elliott,Patterson,Elliott,,"Japanese, Mathematics, Physics","3/2 Engineering Program (with CalTech or Columbia), Computer Science Minor"
28223460,A01211800,First Year,Leonidas,Curry,Leonidas,,"Japanese, Mathematics, Psychology",Linguistics Minor
510469276,A01212342,Transfer,Carla,Webb,Carla,,"Japanese, Sociology, Theater","Education Minor, Linguistics Minor"
809431814,A01211351,Transfer,Taniyah,Gallagher,Taniyah,,Kinesiology,"Neuroscience Minor, Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)"
783893231,A01194682,First Year,Paige,Martinez,Paige,,Kinesiology,Education Minor
693294770,A01206310,First Year,Mathew,Jenkins,Mathew,,Kinesiology,Education Minor
939231836,A01212231,First Year,Alyssa,Waters,Alyssa,,Kinesiology,"Neuroscience Minor, Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)"
776069185,A01208284,First Year,Keyla,Foley,Keyla,her,Kinesiology,"Education Minor, Neuroscience Minor"
758297234,A01207646,First Year,Xzavier,Abbott,Xzavier,,Kinesiology,Computer Science Minor
148489712,A00664108,First Year,Reina,Burns,Reina,He/him/his,Kinesiology,
484507290,A01210500,First Year,Abbie,Decker,Abbie,she/her,"Kinesiology, Mathematics, Physics",3/2 Engineering Program (with CalTech or Columbia)
812042267,A01208920,First Year,Emanuel,Burnett,Emanuel,,"Kinesiology, Media Arts & Culture","Interdisciplinary Writing Minor, Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)"
150141519,A01206873,First Year,Khalil,Bowers,Khalil,,"Kinesiology, Media Arts & Culture, Psychology","Neuroscience Minor, Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields), Pre-Law Advising"
885292321,A01210107,First Year,Payton,Montoya,Payton,,"Kinesiology, Psychology","Neuroscience Minor, Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)"
136583576,A01212442,First Year,Alicia,Rosario,Alicia,,"Kinesiology, Psychology","Gender, Women, and Sexuality Studies Minor, Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)"
892127553,A01212023,First Year,Mireya,Richards,Mireya,,"Kinesiology, Psychology",Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)
675993854,A01210796,First Year,Jeffrey,Dixon,Jeffrey,,Latino/a and Latin American Studies,
343595878,A01211181,First Year,Octavio,Santana,Octavio,,Mathematics,"3/2 Engineering Program (with CalTech or Columbia), Computer Science Minor, Pre-Law Advising"
252155005,A01208883,First Year,Allisson,Goodwin,Allisson,,Mathematics,
516592011,A01212460,First Year,Aracely,Newton,Aracely,,Mathematics,"3/2 Engineering Program (with CalTech or Columbia), Computer Science Minor, Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)"
477288308,A01206735,First Year,Francesca,Buckley,Francesca,She/Her/Hers,Mathematics,"3/2 Engineering Program (with CalTech or Columbia), Pre-Law Advising"
306880001,A01207669,First Year,Riley,Patton,Riley,she/her,"Mathematics, Music",Linguistics Minor
714017127,A01206815,First Year,Rowan,Wilkinson,Rowan,"Her, hers, she","Mathematics, Physics","3/2 Engineering Program (with CalTech or Columbia), Neuroscience Minor, Pre-Law Advising"
381961642,A01206577,First Year,Cassius,Carney,Cassius,,"Mathematics, Physics",3/2 Engineering Program (with CalTech or Columbia)
945925109,A01210895,First Year,Alana,Bell,Alana,,"Mathematics, Physics","3/2 Engineering Program (with CalTech or Columbia), Computer Science Minor"
111942577,A01206846,First Year,Martha,Vang,Martha,,"Mathematics, Physics, Politics",3/2 Engineering Program (with CalTech or Columbia)
574327020,A01206774,First Year,Hadassah,Ho,Hadassah,,"Mathematics, Physics, Spanish",Interdisciplinary Writing Minor
76226156,A01206687,First Year,Virginia,Brock,Virginia,,"Mathematics, Physics, Spanish","3/2 Engineering Program (with CalTech or Columbia), Computer Science Minor"
616050421,A01211101,First Year,Konner,Roberts,Konner,,"Mathematics, Politics",3/2 Engineering Program (with CalTech or Columbia)
180855091,A01211204,First Year,Meredith,Pugh,Meredith,,"Mathematics, Sociology",Education Minor
283524684,A01212774,First Year,Andrew,Strong,Andrew,,Media Arts & Culture,
205364808,A01210565,First Year,Laci,Walter,Laci,,Media Arts & Culture,"Gender, Women, and Sexuality Studies Minor"
608703845,A01209576,First Year,Dean,Duke,Dean,,Media Arts & Culture,"Gender, Women, and Sexuality Studies Minor"
380622766,A01211250,First Year,Abdullah,King,Abdullah,,Media Arts & Culture,"Classical Studies Minor, Environmental Science Concentration (Biology or Geology)"
132427292,A01207015,First Year,Danny,Salazar,Danny,,"Media Arts & Culture, Music",Interdisciplinary Writing Minor
198552469,A01207097,First Year,Isabel,Massey,Isabel,,"Media Arts & Culture, Music, Psychology",Computer Science Minor
604890771,A01212653,First Year,Gael,Robertson,Gael,,"Media Arts & Culture, Music, Theater","Gender, Women, and Sexuality Studies Minor"
95741250,A01211541,First Year,Dakota,Olson,Dakota,,"Media Arts & Culture, Philosophy, Physics",
945963382,A01212883,First Year,Maggie,Mendoza,Maggie,,"Media Arts & Culture, Politics, Urban & Environmental Policy","Environmental Science Concentration (Biology or Geology), Interdisciplinary Writing Minor"
7208294,A01212581,First Year,Maribel,Donaldson,Maribel,,"Media Arts & Culture, Psychology","Gender, Women, and Sexuality Studies Minor"
99583981,A01211222,First Year,Tess,Padilla,Tess,,"Media Arts & Culture, Psychology, Sociology",Education Minor
414258895,A01208884,First Year,Will,Bush,Will,She/Her,"Media Arts & Culture, Psychology, Sociology",
47403979,A01210208,First Year,Jordan,Cannon,Jordan,she/her,"Media Arts & Culture, Theater","Gender, Women, and Sexuality Studies Minor, Public Health Minor"
297297078,A01212649,First Year,Addison,Moreno,Addison,,"Media Arts & Culture, Theater",German Minor
802357865,A01208030,First Year,Ryann,Nguyen,Ryann,-,Music,
236168653,A01208203,First Year,Jamarion,Castillo,Jamarion,,"Music, Philosophy, Psychology",Education Minor
939991316,A01208824,First Year,Jacoby,Harrington,Jacoby,,"Music, Psychology, Urban & Environmental Policy",Education Minor
715204370,A01211796,First Year,Arely,Valenzuela,Arely,,Philosophy,"Computer Science Minor, Pre-Law Advising"
660717706,A01211100,First Year,Ishaan,Maldonado,Ishaan,,"Philosophy, Politics, Psychology","Classical Studies Minor, Gender, Women, and Sexuality Studies Minor, Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)"
862039084,A01210888,First Year,Lamar,Gilbert,Lamar,,"Philosophy, Politics, Sociology",Neuroscience Minor
163075251,A01211306,First Year,Charlee,Zimmerman,Charlee,,Physics,3/2 Engineering Program (with CalTech or Columbia)
40894753,A01210740,First Year,Anika,Beltran,Anika,,Physics,3/2 Engineering Program (with CalTech or Columbia)
10276691,A01206375,First Year,Antony,Herman,Antony,,Politics,Linguistics Minor
801904372,A01208046,First Year,Yasmine,Holt,Yasmine,,Politics,Pre-Law Advising
349092873,A01208219,First Year,Kaia,Colon,Kaia,,"Politics, Psychology",Pre-Law Advising
351564579,A01208198,First Year,Livia,Stone,Livia,,"Politics, Psychology",Education Minor
329762414,A01206282,First Year,Jaden,Stanley,Jaden,,"Politics, Spanish, Urban & Environmental Policy","Environmental Science Concentration (Biology or Geology), Pre-Law Advising"
896002619,A01208135,First Year,Jazmine,Lyons,Jazmine,her/she,"Politics, Theater",
502099380,A01206941,First Year,Kayla,Edwards,Kayla,,"Politics, Urban & Environmental Policy","Computer Science Minor, Environmental Science Concentration (Biology or Geology)"
531807351,A01211186,First Year,Wade,Keller,Wade,,Psychology,"Gender, Women, and Sexuality Studies Minor"
208725746,A01207702,First Year,Ruby,Brady,Ruby,,Psychology,Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)
250926792,A01210706,First Year,Bronson,Bradley,Bronson,,Psychology,Education Minor
75432482,A01206706,First Year,Harper,Dodson,Harper,,Psychology,"Linguistics Minor, Neuroscience Minor"
109087610,A01211257,First Year,Oswaldo,Gillespie,Oswaldo,She/They,Psychology,Neuroscience Minor
587083437,A01210378,First Year,Brayan,Garcia,Brayan,,Psychology,Neuroscience Minor
666425103,A01211770,First Year,Jon,Giles,Jon,he/him/his,Psychology,Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)
725049585,A01209426,First Year,Aniya,Mann,Aniya,,Psychology,
125870309,A01198651,First Year,Sincere,Dunlap,Sincere,,"Psychology, Religious Studies, Sociology","Education Minor, Linguistics Minor, Neuroscience Minor"
857022813,A01212158,Transfer,Trevor,Gill,Trevor,,"Psychology, Sociology","Gender, Women, and Sexuality Studies Minor"
767944344,,First Year,Nataly,Dillon,Nataly,She,"Psychology, Sociology",Interdisciplinary Writing Minor
117980523,A01206700,First Year,Hugo,Williamson,Hugo,,"Psychology, Sociology",
699337499,A01206801,First Year,Kendall,Blake,Kendall,,"Psychology, Sociology, Urban & Environmental Policy","3/2 Engineering Program (with CalTech or Columbia), Neuroscience Minor"
419826029,A01208015,First Year,Deven,Schultz,Deven,,Sociology,German Minor
172402581,A01207023,First Year,Anabella,Blair,Anabella,M,Sociology,
878214038,A01210029,First Year,Gracie,Pittman,Gracie,she/her/hers,"Spanish, Theater, Urban & Environmental Policy","Gender, Women, and Sexuality Studies Minor, Interdisciplinary Writing Minor, Linguistics Minor, Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)"
355958875,A01206732,Transfer,Zoe,Romero,Zoe,,"Spanish, Urban & Environmental Policy",Linguistics Minor
555259424,A01208587,First Year,Davian,Shields,Davian,she/her/hers,Theater,
678878761,A01206788,First Year,Broderick,Warner,Broderick,,Theater,
776559072,A01206854,First Year,Daniella,Cordova,Daniella,,Theater,
501049588,A01206624,First Year,Ricky,Wyatt,Ricky,,Undecided,
692181232,A01206767,First Year,Ella,Reilly,Ella,She,Undecided,"Gender, Women, and Sexuality Studies Minor, Pre-Law Advising"
166710575,A01211329,First Year,Kiana,Shah,Kiana,,Undecided,Pre-Law Advising
410838383,A01213900,First Year,Francisco,Trujillo,Francisco,,Undecided,3/2 Engineering Program (with CalTech or Columbia)
613815268,A01210615,First Year,Daniela,Mcneil,Daniela,"she, her",Undecided,Computer Science Minor
104670636,A01210857,First Year,Sylvia,Burton,Sylvia,,Undecided,
502574514,A01209070,First Year,Eugene,Mcdowell,Eugene,,Undecided,"Gender, Women, and Sexuality Studies Minor, Neuroscience Minor"
245107803,A01207938,First Year,Byron,Myers,Byron,,Undecided,"3/2 Engineering Program (with CalTech or Columbia), Computer Science Minor, Environmental Science Concentration (Biology or Geology)"
166407920,A01208068,First Year,Moriah,Gomez,Moriah,,Undecided,"Linguistics Minor, Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields), Pre-Law Advising"
983440934,A01210250,First Year,Braydon,Arnold,Braydon,,Undecided,
391538428,A01206839,First Year,Kiley,Owens,Kiley,"she, her, hers",Undecided,German Minor
720049746,A01210539,First Year,Santino,Conrad,Santino,,Undecided,"3/2 Engineering Program (with CalTech or Columbia), Environmental Science Concentration (Biology or Geology)"
408270117,A01212002,First Year,Oliver,Riley,Oliver,,Undecided,
323798832,A01206853,First Year,Theodore,Carrillo,Theodore,,Undecided,
265322383,A01207215,First Year,Reese,Sampson,Reese,,Undecided,"Gender, Women, and Sexuality Studies Minor, Interdisciplinary Writing Minor"
862761830,A01209648,First Year,Jacey,Randall,Jacey,,"Undecided, Art & Art History, Media Arts & Culture",
500978995,A01206709,First Year,Erika,Guzman,Erika,She/her,"Undecided, Art & Art History, Media Arts & Culture",
703901500,A01209278,First Year,Reagan,Zhang,Reagan,,"Undecided, Biochemistry, Biology",Computer Science Minor
88302280,A01206637,First Year,Kamila,Ruiz,Kamila,,"Undecided, Biology",Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)
721465688,A01212379,First Year,Ivan,Woodard,Ivan,She/her/hers,"Undecided, Biology, Chemistry","3/2 Engineering Program (with CalTech or Columbia), Environmental Science Concentration (Biology or Geology), Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)"
952299879,A01206399,First Year,Franklin,Park,Franklin,"Him, His, He","Undecided, Biology, Cognitive Science","Neuroscience Minor, Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields), Public Health Minor"
345624357,A01210848,First Year,Lyla,Mcgee,Lyla,,"Undecided, Biology, Economics","Computer Science Minor, Neuroscience Minor"
592139070,A01209993,First Year,Aedan,Frey,Aedan,,"Undecided, Biology, Mathematics","3/2 Engineering Program (with CalTech or Columbia), Neuroscience Minor, Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields), Pre-Law Advising, Public Health Minor"
128669219,A01213383,First Year,Charlie,Owen,Charlie,,"Undecided, Biology, Politics","Environmental Science Concentration (Biology or Geology), Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)"
104181522,A01195264,First Year,Tucker,Faulkner,Tucker,she/her/hers,"Undecided, Biology, Politics","Environmental Science Concentration (Biology or Geology), Neuroscience Minor, Pre-Law Advising, Public Health Minor"
780988843,A01206841,First Year,Troy,Ingram,Troy,he/him/his,"Undecided, Biology, Sociology",Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)
289617113,A01206568,First Year,Toby,Marshall,Toby,,"Undecided, Chemistry, Cognitive Science","3/2 Engineering Program (with CalTech or Columbia), Computer Science Minor, Neuroscience Minor"
750594127,A01210041,First Year,Sanaa,Ware,Sanaa,she/her,"Undecided, Cognitive Science, Economics",3/2 Engineering Program (with CalTech or Columbia)
303907267,A01209336,First Year,Camryn,Hamilton,Camryn,,"Undecided, Cognitive Science, Media Arts & Culture",
904495033,A01208384,First Year,Rayne,Mendez,Rayne,,"Undecided, Cognitive Science, Politics","Computer Science Minor, Neuroscience Minor, Pre-Law Advising"
543842597,A01209376,First Year,Luca,Benson,Luca,,"Undecided, Cognitive Science, Psychology","Neuroscience Minor, Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)"
591140169,A01206722,First Year,Jonah,Osborne,Jonah,they/their/them,"Undecided, Cognitive Science, Psychology","Neuroscience Minor, Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)"
320092219,A01209854,First Year,Amiya,Campos,Amiya,,"Undecided, Critical Theory & Social Justice, English","Gender, Women, and Sexuality Studies Minor, Pre-Law Advising"
879761527,A01212963,First Year,Morgan,Mason,Morgan,she/her,"Undecided, Diplomacy & World Affairs, Economics","Computer Science Minor, Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields), Pre-Law Advising"
90462494,A01212321,First Year,Francis,Black,Francis,,"Undecided, Diplomacy & World Affairs, English",Interdisciplinary Writing Minor
809101122,A01208940,First Year,Mylie,Shepard,Mylie,She/her,"Undecided, Diplomacy & World Affairs, Philosophy","Gender, Women, and Sexuality Studies Minor, Interdisciplinary Writing Minor"
326733986,A01209418,First Year,Teresa,Cain,Teresa,,"Undecided, Diplomacy & World Affairs, Politics","Computer Science Minor, Linguistics Minor, Pre-Law Advising"
470402534,A01211366,First Year,Halle,Stafford,Halle,,"Undecided, Diplomacy & World Affairs, Psychology",
96981493,A01207466,First Year,Matilda,Jefferson,Matilda,,"Undecided, Diplomacy & World Affairs, Urban & Environmental Policy","3/2 Engineering Program (with CalTech or Columbia), Gender, Women, and Sexuality Studies Minor, Neuroscience Minor, Public Health Minor"
531193877,A01210076,First Year,Darren,Ochoa,Darren,,"Undecided, East Asian Studies, Media Arts & Culture","Computer Science Minor, Gender, Women, and Sexuality Studies Minor, Public Health Minor"
997131459,A01212022,First Year,Raquel,Sutton,Raquel,,"Undecided, Economics",
9849378,A01209681,First Year,Mitchell,Hanna,Mitchell,,"Undecided, Economics, Media Arts & Culture",Interdisciplinary Writing Minor
671378081,A01208624,First Year,Annabelle,Kaufman,Annabelle,,"Undecided, Economics, Politics","Computer Science Minor, Pre-Law Advising"
677668071,A01209437,First Year,Shayna,Liu,Shayna,,"Undecided, English, Theater","Computer Science Minor, Environmental Science Concentration (Biology or Geology), German Minor, Neuroscience Minor, Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)"
874620779,A01207077,First Year,Yasmin,Schmitt,Yasmin,He/Him,"Undecided, English, Urban & Environmental Policy","Environmental Science Concentration (Biology or Geology), Gender, Women, and Sexuality Studies Minor, Interdisciplinary Writing Minor, Neuroscience Minor"
409006883,A01208323,First Year,Branden,Wallace,Branden,"She, Her, Hers","Undecided, History, Physics",3/2 Engineering Program (with CalTech or Columbia)
356078031,A01207032,First Year,Angel,Hines,Angel,,"Undecided, Kinesiology, Spanish","Environmental Science Concentration (Biology or Geology), Linguistics Minor"
667887624,A01210978,First Year,Zack,Oconnell,Zack,she/her or they/them,"Undecided, Latino/a and Latin American Studies, Spanish",Education Minor
426620554,A01207708,First Year,Greyson,Boyle,Greyson,,"Undecided, Mathematics, Media Arts & Culture","3/2 Engineering Program (with CalTech or Columbia), Pre-Law Advising"
815206856,A01213138,First Year,Demarion,Matthews,Demarion,,"Undecided, Media Arts & Culture, Psychology",Education Minor
171018916,A01206805,First Year,Tania,Ryan,Tania,,"Undecided, Media Arts & Culture, Urban & Environmental Policy","Environmental Science Concentration (Biology or Geology), Gender, Women, and Sexuality Studies Minor, Neuroscience Minor"
574293258,A01211524,First Year,Isabela,Rice,Isabela,,"Undecided, Physics, Politics","Computer Science Minor, Neuroscience Minor, Pre-Law Advising"
147622602,A01208142,First Year,Kaylyn,Johnston,Kaylyn,,"Undecided, Physics, Politics","3/2 Engineering Program (with CalTech or Columbia), Pre-Law Advising"
593437237,A01206719,First Year,Victoria,Lutz,Victoria,She,"Undecided, Psychology",Pre-Health Advising (for students who are interested in pursuing medicine or other health-related fields)
613171748,A01213931,First Year,Brogan,Stark,Brogan,"he,him etc","Undecided, Psychology, Sociology","Gender, Women, and Sexuality Studies Minor"
457913407,A01207038,First Year,Joslyn,Lowery,Joslyn,,"Undecided, Psychology, Urban & Environmental Policy","Environmental Science Concentration (Biology or Geology), Interdisciplinary Writing Minor"
472906335,A01206338,First Year,Camille,Pena,Camille,He/Him,Urban & Environmental Policy,"Environmental Science Concentration (Biology or Geology), Gender, Women, and Sexuality Studies Minor"
711551457,A01209528,First Year,Dwayne,Bradshaw,Dwayne,She,Urban & Environmental Policy,Pre-Law Advising
385933724,A01210739,First Year,Garrett,Cochran,Garrett,She/Her,Urban & Environmental Policy,Environmental Science Concentration (Biology or Geology)
130144490,A01208472,First Year,Tyshawn,Benton,Tyshawn,,Urban & Environmental Policy,"Gender, Women, and Sexuality Studies Minor"
